ID1,ID2,type,connection
573,319,email,55.0.65
983,712,email,41.216.215
706,322,phone,jzxpIISgggZE@domain.com
604,618,email,235.62.167
282,49,phone,RtXhWSahAuvu@domain.com
338,426,IP,5
450,353,IP,5
323,170,IP,6
419,466,email,92.24.216
870,672,email,191.229.107
292,442,IP,4
471,866,phone,hVeDCCaybbPN@domain.com
849,184,phone,pimYnbAlpYIN@domain.com
38,696,phone,joeFttRFuyAu@domain.com
350,87,phone,YqWofZmQatJR@domain.com
175,255,phone,ejFXsiTiKRPY@domain.com
386,980,email,7.161.95
303,106,phone,nNZbCZAVKSsp@domain.com
979,128,phone,PYVvAvKcmyCX@domain.com
911,279,email,102.1.238
983,360,IP,1
936,969,phone,uYDfxidjPJBO@domain.com
460,695,IP,7
160,37,IP,8
372,534,phone,eqfavmJLALmt@domain.com
893,166,IP,10
466,434,phone,jVBNlbLNKoRV@domain.com
937,389,phone,GYIyLrzYOQgE@domain.com
166,508,IP,10
379,23,phone,aiwzWfZeYGxj@domain.com
176,222,phone,juSZEVFbkyLN@domain.com
468,732,phone,tfAogOJdDfUj@domain.com
883,271,email,220.3.61
466,85,email,33.252.129
349,825,email,199.229.133
222,66,IP,5
222,130,IP,5
386,196,phone,WivjLcKxUMZT@domain.com
634,200,email,15.77.32
301,257,email,137.55.186
929,657,phone,ZpjwRewNGUbJ@domain.com
66,264,email,105.31.209
17,217,IP,4
683,816,phone,SZmdGNgqzQwN@domain.com
297,143,phone,kJwsgvoNmPKn@domain.com
778,63,email,228.102.37
908,496,phone,juOyLPMzljkA@domain.com
528,613,email,190.203.3
719,173,email,138.121.96
151,926,email,246.133.73
915,350,IP,8
442,81,phone,soNhsTxfFvBo@domain.com
505,419,email,58.76.138
355,576,email,180.175.67
662,465,phone,OVvocipHbdJt@domain.com
674,645,IP,8
875,878,IP,5
420,609,email,33.189.57
217,602,email,33.93.120
100,441,phone,IifqCRCFRxeH@domain.com
825,201,IP,4
870,477,phone,fIKvVRIkEqGo@domain.com
597,431,IP,2
655,178,email,138.112.151
859,243,email,192.45.21
486,70,email,37.3.135
606,173,email,24.141.51
255,520,email,3.175.15
231,487,phone,jsvNGKKoElHs@domain.com
535,96,email,252.102.149
324,831,phone,klIOmGLShlUW@domain.com
98,149,phone,qYRDVKzxRSUz@domain.com
688,764,phone,tzWyCzOeyLBl@domain.com
260,356,email,185.140.45
222,763,IP,5
926,548,phone,SWePxRRTnsRw@domain.com
886,840,IP,10
405,786,email,66.0.0
87,682,phone,LoeebUYmOzYC@domain.com
552,417,IP,3
200,114,phone,eloSBrVrqeln@domain.com
618,120,IP,7
335,92,IP,3
834,646,email,151.216.49
504,672,email,178.175.128
419,550,IP,7
564,268,phone,hmRIaYpTapsJ@domain.com
812,253,phone,LSPlsbQXeNbF@domain.com
932,1,phone,qaxgiPPRBNMr@domain.com
683,99,phone,SZmdGNgqzQwN@domain.com
787,297,phone,OLsoZnZDcKLH@domain.com
503,454,IP,9
454,706,phone,qapmqLHIIVKz@domain.com
293,398,phone,CVFFqmzvXpVN@domain.com
37,16,phone,naPfxlDJEGEN@domain.com
618,696,email,250.245.147
706,705,phone,jzxpIISgggZE@domain.com
725,52,IP,1
534,534,phone,pSjZsjVPREpg@domain.com
37,160,phone,naPfxlDJEGEN@domain.com
283,907,IP,1
119,172,IP,2
431,106,phone,eVmKPYFzcAsN@domain.com
965,268,email,149.124.9
296,145,email,133.144.77
665,243,phone,GtxyYjekXxQw@domain.com
66,535,email,105.31.209
764,545,email,35.44.210
849,515,IP,9
300,433,IP,1
838,776,phone,cdqFuIZIvdJE@domain.com
462,214,email,84.82.49
400,625,IP,2
176,222,IP,5
645,25,phone,UBIHcZnzAFkH@domain.com
176,476,email,232.167.115
81,825,phone,cRCyFOqMFMRz@domain.com
872,961,IP,1
172,765,email,131.40.99
734,891,email,205.194.253
497,842,email,202.89.150
128,739,IP,2
185,27,email,191.165.38
462,62,phone,hZtwbhSUCGJb@domain.com
303,339,phone,nNZbCZAVKSsp@domain.com
168,22,IP,9
274,366,IP,4
545,512,phone,LiasTlUnJElc@domain.com
618,422,IP,7
137,375,email,187.85.69
679,411,IP,9
925,364,email,13.237.132
296,911,phone,tzehDVHUVFAX@domain.com
625,833,email,234.166.250
339,113,IP,2
1,18,email,242.143.219
176,894,email,232.167.115
434,891,email,121.207.252
743,132,phone,jNuXwjQPBXkO@domain.com
883,177,IP,4
753,906,IP,3
173,477,phone,hWcWMyXKGvug@domain.com
496,241,email,83.188.168
512,43,email,173.249.161
109,110,IP,9
306,412,email,19.89.109
319,480,IP,7
300,847,email,115.23.214
277,756,IP,10
596,43,email,62.16.52
282,747,phone,RtXhWSahAuvu@domain.com
596,596,email,62.16.52
656,923,IP,2
883,814,phone,dimaXgKXVWWS@domain.com
331,429,IP,4
27,361,IP,8
557,166,email,117.48.224
196,516,phone,dgYySCWZzGde@domain.com
85,342,phone,cnbhlKmipsjp@domain.com
757,648,phone,wycMaRAqimbu@domain.com
301,247,email,137.55.186
124,988,phone,cjHhllPjmOmR@domain.com
67,712,email,191.94.172
907,343,email,205.61.108
43,641,email,88.107.171
175,321,email,189.114.122
712,564,email,81.226.116
500,210,email,208.9.89
873,442,phone,iFJVrFtryhOi@domain.com
303,284,phone,nNZbCZAVKSsp@domain.com
304,985,phone,MmrsYmsVrudp@domain.com
229,399,IP,3
184,679,phone,jRexzjxjgMJV@domain.com
306,377,email,19.89.109
528,713,phone,esTmBIVUpqNY@domain.com
519,292,IP,4
524,206,IP,10
714,68,phone,FbgkxLdCZXOu@domain.com
477,672,email,214.41.42
855,985,email,54.252.218
756,498,email,199.37.168
480,395,IP,7
674,41,phone,TAsKnSgONusf@domain.com
545,457,phone,LiasTlUnJElc@domain.com
175,673,email,189.114.122
19,343,phone,sIZpGuRsAzAu@domain.com
161,685,IP,3
238,440,IP,2
887,308,phone,nYwIwHoEqcoX@domain.com
732,327,email,15.28.54
893,247,phone,ruvabxLvMxuJ@domain.com
432,906,IP,3
361,285,email,4.4.117
217,289,email,33.93.120
706,312,phone,jzxpIISgggZE@domain.com
685,263,email,217.120.76
787,216,email,77.97.158
866,458,IP,9
842,5,email,124.175.85
719,58,IP,3
109,964,IP,9
641,231,IP,6
324,516,email,163.30.227
497,166,phone,LKynXZzlyFnh@domain.com
685,619,phone,QlVBFMpQVBDg@domain.com
1,977,IP,1
838,370,email,183.206.92
326,21,email,194.89.131
127,7,phone,ZQYAaFhKQExU@domain.com
293,527,email,75.255.30
906,924,email,17.64.23
937,249,phone,GYIyLrzYOQgE@domain.com
645,361,email,204.240.100
40,820,IP,10
662,853,phone,OVvocipHbdJt@domain.com
652,758,email,63.79.108
387,625,IP,2
247,385,phone,SPHoXvqkwXKX@domain.com
564,564,phone,hmRIaYpTapsJ@domain.com
283,76,email,77.209.229
969,618,email,242.101.91
565,418,email,71.16.212
49,939,email,210.43.62
283,358,phone,pLyvEighnLlW@domain.com
379,55,phone,aiwzWfZeYGxj@domain.com
360,823,email,38.43.191
189,555,email,252.82.192
864,378,phone,BYzRRAKTfOKn@domain.com
869,403,phone,LIUVJrurpFxL@domain.com
480,313,phone,TPVtIwylYuJB@domain.com
7,371,email,92.33.31
36,930,email,254.126.166
985,97,IP,4
478,292,email,149.90.222
438,559,IP,10
353,707,email,162.109.7
935,980,email,9.115.213
6,478,IP,4
100,656,email,68.98.213
342,669,phone,XckKSVRNUOdc@domain.com
485,462,email,210.251.247
185,278,email,191.165.38
323,502,IP,6
300,117,phone,VgXvsWXoqsDW@domain.com
355,763,email,180.175.67
29,323,IP,6
679,15,phone,tmoUnrnYFcre@domain.com
421,57,email,8.124.147
241,985,phone,deGNTLVvmweG@domain.com
355,937,email,180.175.67
833,996,IP,2
980,484,email,187.150.211
842,498,email,124.175.85
519,81,email,131.230.82
335,747,phone,sKChZSrzwstE@domain.com
253,116,phone,VJOnbcnkYBUf@domain.com
826,915,IP,8
40,590,phone,LHfXxljqiavZ@domain.com
550,631,phone,UERrTlUbdWop@domain.com
403,233,IP,4
422,550,email,219.177.222
429,461,email,217.98.177
849,849,phone,pimYnbAlpYIN@domain.com
19,784,email,62.167.93
55,224,IP,6
385,281,phone,EkjKpbhMlxgy@domain.com
498,567,email,26.113.167
481,635,email,14.27.51
278,780,phone,QNrlLkGtrdLD@domain.com
185,614,IP,8
685,526,phone,QlVBFMpQVBDg@domain.com
198,980,IP,2
278,25,email,230.26.139
40,5,email,44.252.243
471,974,phone,hVeDCCaybbPN@domain.com
114,761,email,119.159.222
764,641,phone,cLueRcWYyIiM@domain.com
49,995,IP,3
15,723,email,95.238.93
238,522,email,1.217.86
160,16,phone,cQqdDVPnDcpJ@domain.com
961,430,phone,WYZjRwxWOFRP@domain.com
110,622,IP,9
583,406,phone,APirXTERlqYP@domain.com
520,207,phone,ynFoLYhYLSrd@domain.com
687,117,IP,1
306,850,IP,10
119,627,email,91.238.232
734,951,email,205.194.253
27,826,phone,EITsXIhuGAjS@domain.com
907,159,email,205.61.108
430,847,email,90.38.41
285,614,phone,CjTUSrBbjGWb@domain.com
124,425,email,188.40.220
100,103,phone,IifqCRCFRxeH@domain.com
758,665,IP,10
985,816,IP,4
169,169,email,46.6.54
744,416,email,226.113.249
488,420,phone,sdRzllNeslEk@domain.com
201,233,email,200.131.165
87,421,email,53.155.100
663,964,IP,9
674,8,IP,8
484,609,phone,CwQgunsJZCGf@domain.com
151,155,phone,HPlxUwgAAsBT@domain.com
92,750,IP,3
116,428,IP,10
838,414,IP,8
567,774,email,130.229.8
375,976,IP,1
618,395,email,250.245.147
979,516,phone,PYVvAvKcmyCX@domain.com
338,450,email,43.22.84
318,752,email,59.159.176
859,524,IP,10
416,87,IP,8
974,544,IP,9
18,961,IP,1
829,491,phone,qfAMwmjZCERz@domain.com
85,957,IP,7
744,152,email,226.113.249
379,346,IP,6
85,936,phone,cnbhlKmipsjp@domain.com
535,548,email,252.102.149
358,267,email,250.38.177
300,509,email,115.23.214
961,691,IP,1
508,30,phone,xyOzOYFLoxOB@domain.com
177,796,email,209.126.103
888,575,email,187.63.184
682,459,phone,rkjRoMLvTygp@domain.com
249,689,phone,FrASTKMthIjY@domain.com
929,7,email,215.244.180
411,174,email,165.186.83
778,23,IP,6
481,753,email,14.27.51
671,198,phone,yxIgLEdCocrX@domain.com
576,266,phone,OYVCOftNHIAH@domain.com
355,389,phone,QqRLvMXRDyIx@domain.com
685,606,phone,QlVBFMpQVBDg@domain.com
769,701,email,38.19.16
665,898,IP,10
688,641,IP,6
240,901,email,43.2.164
648,464,IP,3
285,595,email,17.212.20
794,800,phone,RWJkCcQWJZQM@domain.com
711,341,IP,4
732,181,phone,ngOwpLFJuSCf@domain.com
800,398,IP,1
184,589,email,190.247.203
419,856,phone,LUCmKOBrNXaP@domain.com
207,709,IP,9
659,944,phone,rLOIYNtNTdPD@domain.com
716,583,phone,vfnwPlJzXEDL@domain.com
14,639,IP,7
635,75,phone,XPUNgCNehyDT@domain.com
117,220,IP,1
80,50,email,244.20.17
395,573,phone,ptyWvDcxOBIn@domain.com
480,460,IP,7
27,8,IP,8
866,895,IP,9
834,60,phone,gtyEGcIVAEtm@domain.com
499,273,email,5.194.252
277,859,email,200.90.239
277,531,IP,10
884,672,email,234.2.192
598,900,phone,HuQEuNuKynAX@domain.com
49,183,phone,IntPmlWTOHuP@domain.com
751,473,email,162.209.194
243,840,email,220.222.2
5,253,email,90.111.200
747,56,phone,SyAjuolFTzWt@domain.com
281,245,phone,xgVPpFbJMgio@domain.com
433,294,phone,jeBpuehcmfCf@domain.com
249,741,phone,FrASTKMthIjY@domain.com
198,904,IP,2
374,229,IP,3
511,301,email,202.25.116
656,303,phone,DVuZTmpjnenX@domain.com
177,28,email,209.126.103
568,98,IP,4
282,939,phone,RtXhWSahAuvu@domain.com
469,83,phone,HWrtzlFSjiDD@domain.com
568,81,phone,qadEeXAqGaqv@domain.com
969,607,phone,vPvIhAVIpRjJ@domain.com
573,86,phone,WZhcMDlvrcrr@domain.com
38,891,IP,7
206,344,IP,10
504,619,IP,3
109,188,phone,tehKQuWDTjLe@domain.com
241,955,phone,deGNTLVvmweG@domain.com
169,23,IP,6
468,576,email,151.189.242
796,403,email,138.138.94
416,981,phone,CwleaUYwzdii@domain.com
405,504,IP,3
548,426,phone,TkrVrSeuxjif@domain.com
576,455,IP,5
995,759,IP,3
717,799,phone,WIANIKDyOMTu@domain.com
488,362,phone,sdRzllNeslEk@domain.com
152,838,email,250.170.245
943,768,phone,enMUnKeOKogO@domain.com
441,739,phone,dweIwhiqqTmC@domain.com
682,421,IP,8
189,72,email,252.82.192
918,726,IP,6
965,932,phone,LHvRUngIEHJJ@domain.com
965,220,IP,1
522,330,phone,nAymPNxayxHM@domain.com
226,38,phone,xexQnBTjigdy@domain.com
319,228,email,206.38.198
304,98,IP,4
125,202,phone,uHNpCzAUCOxX@domain.com
744,350,IP,8
407,688,email,45.78.59
534,59,email,138.171.141
500,551,phone,xLOOksYVRAXk@domain.com
258,25,phone,OMiQAhUewohw@domain.com
341,814,phone,aAHYwVFswcQs@domain.com
281,793,phone,xgVPpFbJMgio@domain.com
23,502,email,70.98.32
392,438,phone,vWdKDSjGpcyf@domain.com
18,148,IP,1
377,840,phone,OWkttnKxtyZF@domain.com
420,917,phone,HKzQHMjKfcsv@domain.com
582,995,phone,nkkHfYvqpbbl@domain.com
756,651,IP,10
298,436,IP,8
609,54,IP,2
307,676,phone,HBDiHmKUlbty@domain.com
969,480,IP,7
814,821,email,235.157.252
253,44,phone,VJOnbcnkYBUf@domain.com
86,14,IP,7
744,947,email,226.113.249
320,578,IP,5
130,888,phone,INfgxBSHJqWe@domain.com
496,349,email,83.188.168
605,483,email,184.133.63
835,636,phone,ZjvgprlUZpvW@domain.com
308,685,email,24.47.23
376,984,IP,8
59,991,IP,8
743,183,IP,3
956,338,phone,UpaDHVfVxjjX@domain.com
222,548,email,192.15.205
263,643,phone,FqiJDCCjEBFt@domain.com
151,327,phone,HPlxUwgAAsBT@domain.com
15,709,email,95.238.93
818,669,email,208.102.71
431,103,IP,2
711,950,IP,4
206,524,email,189.74.96
446,646,IP,2
96,772,IP,5
173,404,phone,hWcWMyXKGvug@domain.com
565,280,IP,8
323,224,phone,OrcMQAUxLNJp@domain.com
742,824,IP,5
898,277,IP,10
386,634,IP,2
976,24,IP,1
814,73,IP,4
6,121,email,139.77.23
564,983,phone,hmRIaYpTapsJ@domain.com
509,360,IP,1
930,163,IP,1
873,553,phone,iFJVrFtryhOi@domain.com
895,489,email,99.176.123
173,504,phone,hWcWMyXKGvug@domain.com
776,676,IP,8
364,123,IP,7
50,469,phone,spZwXnSYiWPG@domain.com
752,862,phone,NEeTyIFFymga@domain.com
860,70,IP,1
188,751,phone,HeiXFKuaLmLR@domain.com
636,113,email,105.194.244
37,372,email,76.213.67
655,62,phone,baHBcFTHWsOE@domain.com
8,418,IP,8
980,970,IP,2
252,214,email,167.88.8
222,320,phone,zQywYgnVIUum@domain.com
54,236,IP,2
323,795,IP,6
280,803,IP,8
562,659,phone,vuzTyWzoGebb@domain.com
332,371,IP,1
198,765,phone,SxbMUxfevCHU@domain.com
701,388,email,255.88.239
794,657,email,87.186.160
372,653,phone,eqfavmJLALmt@domain.com
595,990,phone,wpFobcDgnPbF@domain.com
233,966,phone,hNYdcbVJkgXP@domain.com
85,419,phone,cnbhlKmipsjp@domain.com
171,239,email,52.140.159
734,639,phone,tDMLjTpmNBOl@domain.com
339,828,email,68.18.86
759,971,phone,KJaboYhdiwJI@domain.com
652,257,phone,fijYSeJWrpDM@domain.com
14,696,email,60.240.27
590,5,phone,xontYuaqhduV@domain.com
711,78,phone,nvlWYmPpkXyy@domain.com
979,94,phone,PYVvAvKcmyCX@domain.com
241,683,email,230.141.106
106,844,email,92.21.221
484,677,phone,CwQgunsJZCGf@domain.com
304,816,email,144.18.102
893,164,IP,10
663,316,email,71.255.184
249,626,phone,FrASTKMthIjY@domain.com
527,18,email,11.107.228
655,242,phone,baHBcFTHWsOE@domain.com
375,687,IP,1
371,220,phone,vdxFbaDFZswW@domain.com
233,568,IP,4
508,531,IP,10
342,342,IP,7
200,420,phone,eloSBrVrqeln@domain.com
264,178,IP,5
502,369,IP,6
313,959,IP,7
938,650,email,65.193.110
25,994,phone,PQByWFQDPlfR@domain.com
289,403,IP,4
319,313,phone,GdkzsDczMxYR@domain.com
405,234,IP,3
316,205,phone,jZNflmwKRYPt@domain.com
838,653,IP,8
971,787,phone,cTWHeXdtHkrh@domain.com
166,260,email,55.245.11
350,738,IP,8
574,228,email,75.52.136
174,962,IP,9
175,690,email,189.114.122
260,456,IP,10
